numbers,bonus_ball,,,,,
4,5,28,39,46,47,10
1,9,29,33,38,48,41
19,23,29,39,42,48,21
3,7,12,31,36,39,23
1,9,22,36,39,49,42
6,8,14,27,32,49,38
7,20,21,26,30,49,11
4,17,22,23,44,49,12
6,20,22,29,37,45,18
5,6,7,9,41,46,35
4,5,28,39,46,47,10
1,9,29,33,38,48,41
19,23,29,39,42,48,21
3,7,12,31,36,39,23
6,20,23,26,29,40,2
9,10,13,15,32,40,16
7,15,18,37,40,46,20
2,9,13,14,26,29,22
2,22,25,44,45,47,3
13,19,28,34,38,43,26
13,19,23,29,43,44,4
8,11,38,44,47,49,48
12,16,19,20,22,47,3
1,4,29,31,34,42,24
6,20,23,26,29,40,2
9,10,13,15,32,40,16
7,15,18,37,40,46,20
2,9,13,14,26,29,22
2,22,25,44,45,47,3
13,19,28,34,38,43,26
13,19,23,29,43,44,4
8,11,38,44,47,49,48
12,16,19,20,22,47,3
1,4,29,31,34,42,24
11,16,18,31,48,49,14
11,25,30,37,44,49,28
3,4,11,22,38,41,17
3,7,21,25,32,42,41
1,11,16,18,26,35,47
9,19,20,26,36,41,35
3,4,7,12,37,45,22
1,11,27,35,37,39,13
4,5,6,24,25,38,48
5,13,18,36,39,46,42
11,16,18,31,48,49,14
11,25,30,37,44,49,28
3,4,11,22,38,41,17
3,7,21,25,32,42,41
1,11,16,18,26,35,47
9,19,20,26,36,41,35
3,4,7,12,37,45,22
1,11,27,35,37,39,13
4,5,6,24,25,38,48
5,13,18,36,39,46,42
4,8,18,33,38,40,31
5,12,14,20,22,45,42
3,7,13,27,33,37,29
1,8,17,37,38,40,20
2,4,8,9,37,41,30
15,25,32,35,44,49,10
1,2,9,16,33,38,20
11,26,32,34,40,43,15
16,18,26,29,33,34,15
4,13,16,18,27,36,2
4,8,18,33,38,40,31
5,12,14,20,22,45,42
3,7,13,27,33,37,29
1,8,17,37,38,40,20
2,4,8,9,37,41,30
15,25,32,35,44,49,10
1,2,9,16,33,38,20
11,26,32,34,40,43,15
16,18,26,29,33,34,15
4,13,16,18,27,36,2
3,5,9,27,29,44,35
3,18,19,25,34,37,27
5,11,13,15,21,37,6
15,21,24,37,39,43,28
3,17,31,40,46,48,26
11,22,30,33,39,45,18
2,17,26,34,46,49,21
1,5,10,11,19,38,21
13,15,23,28,42,43,17
5,23,31,36,42,49,16
3,5,9,27,29,44,35
3,18,19,25,34,37,27
5,11,13,15,21,37,6
15,21,24,37,39,43,28
3,17,31,40,46,48,26
11,22,30,33,39,45,18
2,17,26,34,46,49,21
1,5,10,11,19,38,21
13,15,23,28,42,43,17
5,23,31,36,42,49,16
10,11,13,32,38,43,35
5,23,26,36,39,48,20
6,12,20,29,33,35,39
2,3,4,10,19,32,5
12,16,18,22,31,33,49
20,25,30,33,37,42,24
8,10,16,23,29,49,46
16,27,31,32,35,41,47
17,18,26,33,34,47,29
17,28,30,33,36,47,44
10,11,13,32,38,43,35
5,23,26,36,39,48,20
6,12,20,29,33,35,39
2,3,4,10,19,32,5
12,16,18,22,31,33,49
20,25,30,33,37,42,24
8,10,16,23,29,49,46
16,27,31,32,35,41,47
17,18,26,33,34,47,29
17,28,30,33,36,47,44
1,16,25,33,39,46,22
2,8,19,29,30,47,43
2,4,14,27,46,48,47
5,15,26,34,35,38,49
11,18,19,22,37,47,49
20,28,34,36,40,47,25
2,20,22,27,30,32,44
5,18,21,34,35,37,10
5,10,17,25,30,44,49
2,6,21,42,43,48,14
1,16,25,33,39,46,22
2,8,19,29,30,47,43
2,4,14,27,46,48,47
5,15,26,34,35,38,49
11,18,19,22,37,47,49
20,28,34,36,40,47,25
2,20,22,27,30,32,44
5,18,21,34,35,37,10
5,10,17,25,30,44,49
2,6,21,42,43,48,14
8,10,15,26,40,44,24
4,23,33,37,44,46,25
5,15,27,28,34,48,21
11,31,38,39,42,48,6
8,14,21,27,46,47,24
8,19,23,30,38,49,22
5,17,18,25,42,49,34
1,3,6,21,22,46,44
20,31,34,36,40,49,23
4,8,16,22,47,48,1
8,10,15,26,40,44,24
4,23,33,37,44,46,25
5,15,27,28,34,48,21
11,31,38,39,42,48,6
8,14,21,27,46,47,24
8,19,23,30,38,49,22
5,17,18,25,42,49,34
1,3,6,21,22,46,44
20,31,34,36,40,49,23
4,8,16,22,47,48,1
21,28,32,34,39,42,1
11,21,22,31,37,44,36
6,23,29,31,38,45,11
18,21,22,25,26,32,44
3,18,24,25,32,37,17
1,18,21,29,30,48,4
7,12,16,18,27,49,8
7,20,33,41,43,45,16
1,4,8,42,46,48,44
3,9,16,26,32,38,33
21,28,32,34,39,42,1
11,21,22,31,37,44,36
6,23,29,31,38,45,11
18,21,22,25,26,32,44
3,18,24,25,32,37,17
1,18,21,29,30,48,4
7,12,16,18,27,49,8
7,20,33,41,43,45,16
1,4,8,42,46,48,44
3,9,16,26,32,38,33
6,10,11,12,13,36,26
5,16,23,30,41,42,47
5,10,21,24,36,43,8
4,10,12,19,31,40,38
1,5,9,10,19,33,2
3,9,17,30,31,38,35
8,12,21,35,45,49,33
4,23,25,36,47,48,46
10,17,21,24,26,27,32
6,20,22,27,39,48,37
6,10,11,12,13,36,26
5,16,23,30,41,42,47
5,10,21,24,36,43,8
4,10,12,19,31,40,38
1,5,9,10,19,33,2
3,9,17,30,31,38,35
8,12,21,35,45,49,33
4,23,25,36,47,48,46
10,17,21,24,26,27,32
6,20,22,27,39,48,37
10,14,16,17,38,40,37
1,26,32,43,45,49,15
10,16,37,40,44,47,26
11,17,19,24,29,42,36
15,31,32,40,41,44,43
28,30,35,37,45,48,22
4,6,26,27,30,39,34
11,21,31,36,44,46,4
1,5,27,33,46,47,40
8,11,12,13,20,30,37
10,14,16,17,38,40,37
1,26,32,43,45,49,15
10,16,37,40,44,47,26
11,17,19,24,29,42,36
15,31,32,40,41,44,43
28,30,35,37,45,48,22
4,6,26,27,30,39,34
11,21,31,36,44,46,4
1,5,27,33,46,47,40
8,11,12,13,20,30,37
5,7,15,21,23,31,33
5,14,21,36,43,49,25
3,5,9,12,27,38,4
2,8,10,25,46,48,4
7,9,10,11,14,22,31
1,10,16,31,35,47,2
4,22,29,36,46,49,39
9,12,14,25,36,48,37
4,7,16,22,30,44,18
3,22,35,37,44,46,47
5,7,15,21,23,31,33
5,14,21,36,43,49,25
3,5,9,12,27,38,4
2,8,10,25,46,48,4
7,9,10,11,14,22,31
1,10,16,31,35,47,2
4,22,29,36,46,49,39
9,12,14,25,36,48,37
4,7,16,22,30,44,18
3,22,35,37,44,46,47
11,12,17,28,35,41,26
5,8,9,16,30,41,37
1,6,16,20,27,41,49
6,14,18,25,46,47,32
14,22,24,29,31,42,45
10,12,20,22,33,43,38
12,14,17,20,32,33,7
20,35,37,38,39,40,33
2,9,10,24,34,44,40
5,11,22,23,28,33,47
11,12,17,28,35,41,26
5,8,9,16,30,41,37
1,6,16,20,27,41,49
6,14,18,25,46,47,32
14,22,24,29,31,42,45
10,12,20,22,33,43,38
12,14,17,20,32,33,7
20,35,37,38,39,40,33
2,9,10,24,34,44,40
5,11,22,23,28,33,47
1,20,22,27,34,45,35
3,16,22,34,36,41,10
12,24,25,26,32,35,20
2,27,33,40,43,47,22
5,10,17,26,30,38,19
8,25,27,28,29,32,4
6,7,14,20,37,41,40
2,9,15,37,46,49,40
20,23,27,33,38,39,25
1,6,15,21,24,33,47
1,20,22,27,34,45,35
3,16,22,34,36,41,10
12,24,25,26,32,35,20
2,27,33,40,43,47,22
5,10,17,26,30,38,19
8,25,27,28,29,32,4
6,7,14,20,37,41,40
2,9,15,37,46,49,40
20,23,27,33,38,39,25
1,6,15,21,24,33,47
12,17,30,31,36,46,22
24,26,29,32,33,39,10
23,27,31,32,38,43,41
6,8,16,28,32,44,14
2,6,21,43,44,45,9
5,10,15,18,43,49,16
3,6,11,21,22,43,41
1,2,13,25,26,31,22
4,11,15,23,32,48,34
4,20,21,37,38,46,43
12,17,30,31,36,46,22
24,26,29,32,33,39,10
23,27,31,32,38,43,41
6,8,16,28,32,44,14
2,6,21,43,44,45,9
5,10,15,18,43,49,16
3,6,11,21,22,43,41
1,2,13,25,26,31,22
4,11,15,23,32,48,34
4,20,21,37,38,46,43
4,15,26,30,33,37,5
3,17,32,34,35,36,1
2,9,18,27,29,37,17
3,33,34,43,47,49,7
3,7,10,14,37,38,2
21,25,31,41,44,46,27
3,15,21,30,33,46,26
9,17,28,35,39,44,18
9,12,23,34,40,47,8
9,22,23,24,26,45,17
4,15,26,30,33,37,5
3,17,32,34,35,36,1
2,9,18,27,29,37,17
3,33,34,43,47,49,7
3,7,10,14,37,38,2
21,25,31,41,44,46,27
3,15,21,30,33,46,26
9,17,28,35,39,44,18
9,12,23,34,40,47,8
9,22,23,24,26,45,17
1,16,26,39,46,47,13
15,16,30,35,37,44,27
3,4,31,39,41,46,27
3,5,16,25,44,46,42
1,3,4,34,45,49,39
8,13,14,18,20,41,28
2,3,20,22,48,49,27
15,22,26,31,35,36,34
7,8,25,33,36,49,47
12,24,29,32,33,44,8
1,16,26,39,46,47,13
15,16,30,35,37,44,27
3,4,31,39,41,46,27
3,5,16,25,44,46,42
1,3,4,34,45,49,39
8,13,14,18,20,41,28
2,3,20,22,48,49,27
15,22,26,31,35,36,34
7,8,25,33,36,49,47
12,24,29,32,33,44,8
4,5,20,28,32,35,37
5,13,25,26,27,36,45
2,10,20,21,39,48,13
4,5,9,11,26,29,27
3,12,37,42,45,47,34
14,16,20,27,45,47,44
3,11,29,33,44,48,18
2,5,23,31,40,44,26
15,17,26,28,35,46,45
14,20,21,27,28,34,36
4,5,20,28,32,35,37
5,13,25,26,27,36,45
2,10,20,21,39,48,13
4,5,9,11,26,29,27
3,12,37,42,45,47,34
14,16,20,27,45,47,44
3,11,29,33,44,48,18
2,5,23,31,40,44,26
15,17,26,28,35,46,45
14,20,21,27,28,34,36
8,14,23,26,31,37,49
11,15,17,19,31,39,40
4,9,10,21,26,34,6
2,13,18,32,37,42,39
2,3,6,8,14,36,16
16,20,21,29,36,43,2
5,26,27,31,37,43,15
10,16,32,33,39,43,9
6,8,10,11,21,22,39
17,20,21,27,37,39,5
8,14,23,26,31,37,49
11,15,17,19,31,39,40
4,9,10,21,26,34,6
2,13,18,32,37,42,39
2,3,6,8,14,36,16
16,20,21,29,36,43,2
5,26,27,31,37,43,15
10,16,32,33,39,43,9
6,8,10,11,21,22,39
17,20,21,27,37,39,5
23,31,34,35,37,45,18
1,3,9,34,35,39,28
5,8,11,26,28,41,34
2,19,20,24,37,46,21
26,27,31,39,40,46,47
1,2,8,38,44,48,21
4,8,17,18,28,32,29
11,15,22,31,34,37,38
2,12,17,21,38,42,13
1,3,9,22,26,35,48
23,31,34,35,37,45,18
1,3,9,34,35,39,28
5,8,11,26,28,41,34
2,19,20,24,37,46,21
26,27,31,39,40,46,47
1,2,8,38,44,48,21
4,8,17,18,28,32,29
11,15,22,31,34,37,38
2,12,17,21,38,42,13
1,3,9,22,26,35,48
4,18,20,30,36,44,2
21,22,23,35,36,49,43
2,20,24,26,39,40,29
9,35,37,38,40,49,6
2,4,8,16,17,34,12
18,28,32,35,40,45,41
8,19,33,39,42,49,26
9,16,30,39,45,49,21
20,23,32,38,43,46,48
1,4,9,27,36,44,22
4,18,20,30,36,44,2
21,22,23,35,36,49,43
2,20,24,26,39,40,29
9,35,37,38,40,49,6
2,4,8,16,17,34,12
18,28,32,35,40,45,41
8,19,33,39,42,49,26
9,16,30,39,45,49,21
20,23,32,38,43,46,48
1,4,9,27,36,44,22
26,28,29,31,45,47,3
7,11,20,30,35,38,23
2,11,16,24,36,39,20
6,23,28,30,31,35,44
1,8,27,34,40,42,14
8,20,23,31,33,41,6
14,20,24,27,28,35,17
1,5,9,13,23,35,28
10,13,16,19,27,44,38
6,8,13,27,28,29,19
26,28,29,31,45,47,3
7,11,20,30,35,38,23
2,11,16,24,36,39,20
6,23,28,30,31,35,44
1,8,27,34,40,42,14
8,20,23,31,33,41,6
14,20,24,27,28,35,17
1,5,9,13,23,35,28
10,13,16,19,27,44,38
6,8,13,27,28,29,19
17,18,24,34,38,40,47
2,3,11,13,18,24,47
12,23,29,34,46,48,8
2,9,24,30,31,35,48
5,12,15,29,34,38,18
4,5,12,27,30,42,46
12,15,31,34,43,48,28
10,20,23,31,36,46,2
9,27,28,30,43,49,18
13,16,19,22,30,45,15
17,18,24,34,38,40,47
2,3,11,13,18,24,47
12,23,29,34,46,48,8
2,9,24,30,31,35,48
5,12,15,29,34,38,18
4,5,12,27,30,42,46
12,15,31,34,43,48,28
10,20,23,31,36,46,2
9,27,28,30,43,49,18
13,16,19,22,30,45,15
15,18,26,36,43,47,10
5,9,14,17,20,30,28
1,5,13,25,26,37,48
2,4,7,8,13,22,24
4,16,19,33,39,45,48
6,13,17,24,34,43,15
18,19,29,34,35,43,25
7,14,22,29,30,36,9
11,16,30,31,37,46,20
17,21,22,26,43,45,49
15,18,26,36,43,47,10
5,9,14,17,20,30,28
1,5,13,25,26,37,48
2,4,7,8,13,22,24
4,16,19,33,39,45,48
6,13,17,24,34,43,15
18,19,29,34,35,43,25
7,14,22,29,30,36,9
11,16,30,31,37,46,20
17,21,22,26,43,45,49
11,16,20,24,41,42,19
2,3,8,23,28,39,18
3,4,5,14,39,49,18
5,23,27,33,39,47,2
9,10,14,20,35,43,33
1,4,18,35,44,49,41
5,6,18,23,34,41,42
1,3,4,11,29,40,5
11,14,17,25,42,47,7
20,21,23,27,35,46,25
21,22,27,28,44,45,2
7,17,18,38,43,49,9
4,10,22,28,32,37,43
4,7,18,23,35,40,24
1,3,16,34,35,46,36
12,21,34,35,37,39,20
9,25,26,31,32,33,16
5,8,21,31,35,37,29
4,14,15,22,35,40,16
6,31,32,36,42,43,8
4,10,34,38,42,45,33
13,17,19,20,29,47,9
3,10,12,16,33,47,8
8,27,30,41,45,49,14
17,22,30,32,40,46,33
11,22,26,29,46,47,44
23,29,33,36,41,49,35
2,8,27,31,44,49,4
6,12,15,19,33,34,45
16,19,32,34,48,49,6
4,10,34,38,42,45,33
13,17,19,20,29,47,9
3,10,12,16,33,47,8
8,27,30,41,45,49,14
17,22,30,32,40,46,33
11,22,26,29,46,47,44
23,29,33,36,41,49,35
2,8,27,31,44,49,4
6,12,15,19,33,34,45
16,19,32,34,48,49,6
5,21,30,40,46,49,2
2,4,12,24,30,49,39
3,9,29,33,43,46,23
12,18,23,28,31,44,42
6,25,36,41,43,49,38
5,24,34,39,43,48,28
5,13,18,24,34,45,20
2,3,24,25,30,34,19
10,16,20,25,30,46,41
1,3,8,26,29,36,41
5,21,30,40,46,49,2
2,4,12,24,30,49,39
3,9,29,33,43,46,23
12,18,23,28,31,44,42
6,25,36,41,43,49,38
5,24,34,39,43,48,28
5,13,18,24,34,45,20
2,3,24,25,30,34,19
10,16,20,25,30,46,41
1,3,8,26,29,36,41
16,32,34,37,40,47,4
1,11,19,38,42,46,22
1,4,11,13,15,27,19
7,8,16,35,38,42,36
8,16,31,32,46,49,30
2,14,35,36,37,42,39
13,18,21,28,40,41,16
4,7,10,30,37,46,20
12,16,17,22,31,41,37
9,10,19,22,34,45,23
16,32,34,37,40,47,4
1,11,19,38,42,46,22
1,4,11,13,15,27,19
7,8,16,35,38,42,36
8,16,31,32,46,49,30
2,14,35,36,37,42,39
13,18,21,28,40,41,16
4,7,10,30,37,46,20
12,16,17,22,31,41,37
9,10,19,22,34,45,23
1,4,7,9,16,20,33
1,11,12,14,17,25,28
12,17,22,28,33,38,5
1,2,16,18,39,40,13
8,9,16,22,32,38,1
7,8,16,24,25,41,11
5,6,9,14,17,37,13
6,9,10,38,40,47,25
6,7,16,26,38,46,5
10,20,31,38,43,49,1
1,4,7,9,16,20,33
1,11,12,14,17,25,28
12,17,22,28,33,38,5
1,2,16,18,39,40,13
8,9,16,22,32,38,1
7,8,16,24,25,41,11
5,6,9,14,17,37,13
6,9,10,38,40,47,25
6,7,16,26,38,46,5
10,20,31,38,43,49,1
12,15,22,23,28,39,9
13,19,28,34,35,39,43
9,12,34,47,48,49,33
3,7,14,17,18,19,39
2,7,14,21,34,40,25
7,10,13,19,20,40,32
2,9,30,31,37,47,46
6,7,30,31,40,41,42
1,6,10,21,35,37,34
2,5,8,14,15,46,37
12,15,22,23,28,39,9
13,19,28,34,35,39,43
9,12,34,47,48,49,33
3,7,14,17,18,19,39
2,7,14,21,34,40,25
7,10,13,19,20,40,32
2,9,30,31,37,47,46
6,7,30,31,40,41,42
1,6,10,21,35,37,34
2,5,8,14,15,46,37
1,8,13,16,23,42,30
7,20,29,36,45,47,15
8,13,21,26,28,48,33
5,18,20,28,31,36,16
2,11,23,36,44,49,33
18,35,36,45,46,47,38
13,34,37,42,43,48,26
9,20,23,31,33,35,16
4,7,15,32,33,35,40
1,3,28,30,32,36,35
1,8,13,16,23,42,30
7,20,29,36,45,47,15
8,13,21,26,28,48,33
5,18,20,28,31,36,16
2,11,23,36,44,49,33
18,35,36,45,46,47,38
13,34,37,42,43,48,26
9,20,23,31,33,35,16
4,7,15,32,33,35,40
1,3,28,30,32,36,35
20,22,23,27,32,33,9
14,19,20,29,38,48,22
4,6,12,27,38,40,18
7,28,36,39,40,44,27
13,20,34,35,41,48,42
30,31,38,41,42,43,23
1,3,27,28,43,48,2
7,27,30,35,46,48,47
9,10,13,22,40,45,17
6,8,12,14,29,47,49
20,22,23,27,32,33,9
14,19,20,29,38,48,22
4,6,12,27,38,40,18
7,28,36,39,40,44,27
13,20,34,35,41,48,42
30,31,38,41,42,43,23
1,3,27,28,43,48,2
7,27,30,35,46,48,47
9,10,13,22,40,45,17
6,8,12,14,29,47,49
4,9,12,26,33,49,41
3,11,12,22,29,42,19
1,10,11,23,29,42,26
10,12,23,30,38,46,20
1,3,32,37,40,46,41
16,20,22,27,30,49,2
1,6,12,13,16,43,49
13,23,25,27,29,49,19
25,29,31,36,41,43,40
5,26,29,38,43,49,47
4,9,12,26,33,49,41
3,11,12,22,29,42,19
1,10,11,23,29,42,26
10,12,23,30,38,46,20
1,3,32,37,40,46,41
16,20,22,27,30,49,2
1,6,12,13,16,43,49
13,23,25,27,29,49,19
25,29,31,36,41,43,40
5,26,29,38,43,49,47
9,29,31,34,40,45,38
2,6,9,10,11,15,26
1,3,11,12,42,49,45
7,14,33,38,39,46,45
9,32,40,41,44,47,7
10,22,25,33,44,45,23
3,8,17,34,37,46,18
10,17,32,35,44,45,19
9,10,22,24,37,48,40
6,7,28,30,32,44,26
9,29,31,34,40,45,38
2,6,9,10,11,15,26
1,3,11,12,42,49,45
7,14,33,38,39,46,45
9,32,40,41,44,47,7
10,22,25,33,44,45,23
3,8,17,34,37,46,18
10,17,32,35,44,45,19
9,10,22,24,37,48,40
6,7,28,30,32,44,26
2,9,10,35,36,40,7
2,10,24,35,36,37,23
3,5,7,12,36,42,39
2,3,14,21,27,48,31
1,4,9,20,21,42,19
13,24,29,39,43,45,36
5,6,21,28,30,43,31
2,5,10,12,24,48,30
5,8,18,37,47,49,33
16,17,24,25,30,37,6
2,9,10,35,36,40,7
2,10,24,35,36,37,23
3,5,7,12,36,42,39
2,3,14,21,27,48,31
1,4,9,20,21,42,19
13,24,29,39,43,45,36
5,6,21,28,30,43,31
2,5,10,12,24,48,30
5,8,18,37,47,49,33
16,17,24,25,30,37,6
24,27,29,44,47,49,45
1,7,14,23,35,44,24
6,9,16,31,35,48,18
4,5,7,30,36,47,42
9,13,25,31,33,38,35
14,22,29,34,38,40,23
4,32,36,37,43,47,25
15,33,39,40,42,44,3
1,12,16,22,32,47,8
14,18,27,29,42,44,34
24,27,29,44,47,49,45
1,7,14,23,35,44,24
6,9,16,31,35,48,18
4,5,7,30,36,47,42
9,13,25,31,33,38,35
14,22,29,34,38,40,23
4,32,36,37,43,47,25
15,33,39,40,42,44,3
1,12,16,22,32,47,8
14,18,27,29,42,44,34
4,26,29,35,44,49,40
14,20,32,39,42,44,43
1,4,17,34,35,37,3
18,34,37,40,46,49,10
9,14,25,30,34,36,6
5,11,14,21,32,44,7
1,6,10,17,36,47,41
3,10,17,25,37,45,23
6,10,15,16,24,30,14
6,15,22,30,45,49,7
4,26,29,35,44,49,40
14,20,32,39,42,44,43
1,4,17,34,35,37,3
18,34,37,40,46,49,10
9,14,25,30,34,36,6
5,11,14,21,32,44,7
1,6,10,17,36,47,41
3,10,17,25,37,45,23
6,10,15,16,24,30,14
6,15,22,30,45,49,7
7,8,18,23,35,37,19
13,19,21,27,40,42,24
7,14,24,35,40,44,39
15,17,34,43,44,48,30
1,3,12,19,21,46,17
4,5,22,30,42,47,10
3,4,11,12,26,45,47
15,20,34,36,40,47,7
14,15,27,32,39,49,28
5,15,17,19,39,45,35
10,15,18,26,31,32,41
2,8,12,29,31,46,34
26,29,38,44,46,49,33
4,19,25,29,31,48,35
2,9,13,17,19,30,35
3,10,17,31,38,47,23
1,12,15,23,24,42,21
3,15,29,32,40,46,44
16,21,24,37,44,48,2
1,2,10,29,31,48,23
10,15,18,26,31,32,41
2,8,12,29,31,46,34
26,29,38,44,46,49,33
4,19,25,29,31,48,35
2,9,13,17,19,30,35
3,10,17,31,38,47,23
1,12,15,23,24,42,21
3,15,29,32,40,46,44
16,21,24,37,44,48,2
1,2,10,29,31,48,23
1,2,12,14,19,29,20
16,19,26,29,45,46,35
4,5,14,18,30,37,39
7,22,23,36,44,46,38
3,12,23,31,33,40,27
1,15,27,39,43,44,17
1,29,39,40,41,43,31
5,18,26,43,47,48,11
1,8,10,36,43,45,47
14,21,24,31,33,35,5
1,2,12,14,19,29,20
16,19,26,29,45,46,35
4,5,14,18,30,37,39
7,22,23,36,44,46,38
3,12,23,31,33,40,27
1,15,27,39,43,44,17
1,29,39,40,41,43,31
5,18,26,43,47,48,11
1,8,10,36,43,45,47
14,21,24,31,33,35,5
2,8,28,36,40,45,10
5,9,24,25,38,49,15
12,28,30,32,39,40,42
3,21,26,38,41,44,12
3,4,8,22,28,39,48
11,19,23,28,30,42,45
6,12,16,26,42,47,22
7,14,35,37,42,44,36
2,5,7,11,34,45,9
4,9,20,42,47,48,15
2,8,28,36,40,45,10
5,9,24,25,38,49,15
12,28,30,32,39,40,42
3,21,26,38,41,44,12
3,4,8,22,28,39,48
11,19,23,28,30,42,45
6,12,16,26,42,47,22
7,14,35,37,42,44,36
2,5,7,11,34,45,9
4,9,20,42,47,48,15
14,18,21,34,38,48,6
2,3,19,21,29,49,23
1,3,24,33,40,46,27
9,17,26,37,42,47,43
6,14,17,19,42,47,18
1,11,15,34,36,48,4
2,8,9,24,28,44,41
2,18,37,42,43,49,31
1,12,16,19,25,26,22
15,21,25,29,37,45,9
14,18,21,34,38,48,6
2,3,19,21,29,49,23
1,3,24,33,40,46,27
9,17,26,37,42,47,43
6,14,17,19,42,47,18
1,11,15,34,36,48,4
2,8,9,24,28,44,41
2,18,37,42,43,49,31
1,12,16,19,25,26,22
15,21,25,29,37,45,9
11,18,35,40,42,43,29
7,11,23,26,30,38,25
4,5,6,10,39,40,35
1,2,8,11,36,49,47
2,6,8,15,22,30,44
7,18,25,26,27,41,31
9,10,13,30,32,47,26
9,31,35,43,44,48,10
6,9,15,17,18,45,10
10,11,15,30,42,43,26
11,18,35,40,42,43,29
7,11,23,26,30,38,25
4,5,6,10,39,40,35
1,2,8,11,36,49,47
2,6,8,15,22,30,44
7,18,25,26,27,41,31
9,10,13,30,32,47,26
9,31,35,43,44,48,10
6,9,15,17,18,45,10
10,11,15,30,42,43,26
13,24,29,39,46,49,33
3,9,14,31,32,35,2
1,8,13,22,41,44,37
11,13,24,28,45,46,9
1,2,9,28,35,46,41
3,5,8,12,35,44,26
1,7,15,31,37,40,8
4,9,16,22,40,47,36
3,12,25,31,40,44,2
10,13,26,31,40,42,19
13,24,29,39,46,49,33
3,9,14,31,32,35,2
1,8,13,22,41,44,37
11,13,24,28,45,46,9
1,2,9,28,35,46,41
3,5,8,12,35,44,26
1,7,15,31,37,40,8
4,9,16,22,40,47,36
3,12,25,31,40,44,2
10,13,26,31,40,42,19
7,17,18,28,39,44,11
8,10,19,20,22,29,1
17,21,29,30,35,49,20
4,5,11,12,32,44,18
1,2,3,17,37,42,9
3,18,26,32,33,48,37
22,25,27,35,42,43,30
3,14,22,28,29,47,4
9,17,20,30,31,32,27
3,10,18,31,41,49,32
7,17,18,28,39,44,11
8,10,19,20,22,29,1
17,21,29,30,35,49,20
4,5,11,12,32,44,18
1,2,3,17,37,42,9
3,18,26,32,33,48,37
22,25,27,35,42,43,30
3,14,22,28,29,47,4
9,17,20,30,31,32,27
3,10,18,31,41,49,32
14,15,16,20,31,44,28
11,35,37,38,41,49,32
4,10,37,43,45,46,17
6,8,14,19,23,34,33
5,6,8,15,20,35,32
8,10,20,29,32,38,4
2,13,14,20,35,37,25
11,16,18,19,27,38,26
11,24,27,34,36,37,18
14,25,27,34,37,48,46
14,15,16,20,31,44,28
11,35,37,38,41,49,32
4,10,37,43,45,46,17
6,8,14,19,23,34,33
5,6,8,15,20,35,32
8,10,20,29,32,38,4
2,13,14,20,35,37,25
11,16,18,19,27,38,26
11,24,27,34,36,37,18
14,25,27,34,37,48,46
9,12,14,21,37,49,19
3,6,8,13,24,43,36
8,11,19,27,32,42,25
1,3,33,36,37,44,17
10,23,25,31,42,45,21
5,14,25,28,43,46,4
3,15,21,22,37,46,23
15,20,21,30,31,33,18
2,3,16,17,27,36,26
13,19,26,30,33,40,6
9,12,14,21,37,49,19
3,6,8,13,24,43,36
8,11,19,27,32,42,25
1,3,33,36,37,44,17
10,23,25,31,42,45,21
5,14,25,28,43,46,4
3,15,21,22,37,46,23
15,20,21,30,31,33,18
2,3,16,17,27,36,26
13,19,26,30,33,40,6
4,9,14,15,18,42,30
11,17,20,30,46,47,15
11,15,26,28,40,41,34
14,15,21,33,41,49,23
2,10,20,28,29,34,42
9,11,15,21,31,44,23
14,18,33,35,38,47,40
1,3,12,20,21,28,22
2,12,34,35,37,42,27
3,4,9,36,40,49,18
4,9,14,15,18,42,30
11,17,20,30,46,47,15
11,15,26,28,40,41,34
14,15,21,33,41,49,23
2,10,20,28,29,34,42
9,11,15,21,31,44,23
14,18,33,35,38,47,40
1,3,12,20,21,28,22
2,12,34,35,37,42,27
3,4,9,36,40,49,18
9,14,21,22,36,43,3
6,8,11,30,38,46,20
3,10,11,22,39,44,4
7,22,31,38,45,47,33
1,2,32,40,46,48,43
10,21,30,34,37,40,18
4,24,27,28,31,41,15
13,14,15,17,25,42,31
6,7,13,29,41,46,11
1,9,16,28,29,32,49
9,14,21,22,36,43,3
6,8,11,30,38,46,20
3,10,11,22,39,44,4
7,22,31,38,45,47,33
1,2,32,40,46,48,43
10,21,30,34,37,40,18
4,24,27,28,31,41,15
13,14,15,17,25,42,31
6,7,13,29,41,46,11
1,9,16,28,29,32,49
1,3,15,30,31,46,26
6,13,27,29,43,46,47
9,26,37,39,42,49,45
9,16,20,31,39,41,11
1,4,29,41,46,49,27
9,18,20,31,46,48,15
5,9,21,28,48,49,45
4,5,11,42,47,48,35
17,20,22,23,43,45,31
11,19,35,37,40,49,33
1,3,15,30,31,46,26
6,13,27,29,43,46,47
9,26,37,39,42,49,45
9,16,20,31,39,41,11
1,4,29,41,46,49,27
9,18,20,31,46,48,15
5,9,21,28,48,49,45
4,5,11,42,47,48,35
17,20,22,23,43,45,31
11,19,35,37,40,49,33
11,21,33,34,40,41,14
6,8,10,17,33,34,30
2,16,17,19,20,32,41
14,15,19,27,34,47,17
5,10,12,15,21,42,37
1,4,6,38,41,43,10
5,15,17,24,36,42,23
4,8,11,20,25,28,14
3,7,17,19,30,43,40
3,6,26,38,39,42,34
11,21,33,34,40,41,14
6,8,10,17,33,34,30
2,16,17,19,20,32,41
14,15,19,27,34,47,17
