numbers,bonus_ball,date
"4,13,17,29,39,40",8,2043-11-12
"23,29,34,43,45,46",30,2043-11-15
"13,28,29,32,33,39",21,2043-11-18
"13,16,24,28,35,37",14,2043-11-21
"6,14,17,18,26,42",8,2043-11-24
"9,11,12,31,39,41",10,2043-11-27
"1,2,34,36,37,43",31,2043-11-30
"7,18,26,32,35,39",10,2043-12-03
"6,12,20,23,43,46",8,2043-12-06
"5,23,30,36,40,45",17,2043-12-09
"3,5,21,25,29,45",18,2043-12-12
"9,25,30,31,35,48",14,2043-12-15
"1,34,35,37,44,48",3,2043-12-18
"3,23,30,38,40,48",22,2043-12-21
"6,16,26,32,44,49",7,2043-12-24
"9,11,12,31,39,41",10,2043-12-27
"1,2,34,36,37,43",31,2043-12-30
"7,18,26,32,35,39",10,2044-01-02
"6,12,20,23,43,46",8,2044-01-05
"5,23,30,36,40,45",17,2044-01-08
"3,5,21,25,29,45",18,2044-01-11
"9,25,30,31,35,48",14,2044-01-14
"1,34,35,37,44,48",3,2044-01-17
"3,23,30,38,40,48",22,2044-01-20
"6,16,26,32,44,49",7,2044-01-23
"1,8,23,38,39,49",18,2044-01-26
"1,8,9,31,47,49",4,2044-01-29
"6,14,28,31,32,39",8,2044-02-01
"3,22,23,25,31,49",6,2044-02-04
"3,18,19,29,44,46",6,2044-02-07
"5,19,30,46,47,48",11,2044-02-10
"1,6,23,30,36,44",20,2044-02-13
"3,15,38,39,42,43",10,2044-02-16
"4,35,37,38,42,47",9,2044-02-19
"5,7,10,24,28,44",9,2044-02-22
"1,8,23,38,39,49",18,2044-02-25
"1,8,9,31,47,49",4,2044-02-28
"6,14,28,31,32,39",8,2044-03-02
"3,22,23,25,31,49",6,2044-03-05
"3,18,19,29,44,46",6,2044-03-08
"5,19,30,46,47,48",11,2044-03-11
"1,6,23,30,36,44",20,2044-03-14
"3,15,38,39,42,43",10,2044-03-17
"4,35,37,38,42,47",9,2044-03-20
"5,7,10,24,28,44",9,2044-03-23
"7,14,15,16,19,45",13,2044-03-26
"4,25,31,35,36,48",15,2044-03-29
"8,20,26,43,45,46",16,2044-04-01
"1,7,21,36,37,39",9,2044-04-04
"2,20,24,35,39,44",10,2044-04-07
"4,8,14,19,32,43",13,2044-04-10
"1,26,32,33,46,49",7,2044-04-13
"5,10,12,25,47,48",11,2044-04-16
"3,17,23,24,32,42",14,2044-04-19
"1,4,22,31,37,38",18,2044-04-22
"2,27,30,35,39,46",23,2044-04-25
"3,12,16,17,32,43",9,2044-04-28
"4,19,33,34,36,45",5,2044-05-01
"22,32,35,38,43,47",27,2044-05-04
"2,18,21,31,32,42",14,2044-05-07
"4,17,19,29,41,43",9,2044-05-10
"10,17,33,40,43,45",21,2044-05-13
"5,13,23,33,36,37",14,2044-05-16
"2,29,30,34,39,44",15,2044-05-19
"3,8,28,34,36,49",10,2044-05-22
"2,27,30,35,39,46",23,2044-05-25
"3,12,16,17,32,43",9,2044-05-28
"4,19,33,34,36,45",5,2044-05-31
"22,32,35,38,43,47",27,2044-06-03
"2,18,21,31,32,42",14,2044-06-06
"4,17,19,29,41,43",9,2044-06-09
"10,17,33,40,43,45",21,2044-06-12
"5,13,23,33,36,37",14,2044-06-15
"2,29,30,34,39,44",15,2044-06-18
"3,8,28,34,36,49",10,2044-06-21
"21,37,38,40,42,43",26,2044-06-24
"3,7,26,38,39,48",5,2044-06-27
"11,23,25,36,38,48",18,2044-06-30
"3,23,40,42,47,49",4,2044-07-03
"6,13,35,36,38,46",27,2044-07-06
"3,6,17,26,30,37",5,2044-07-09
"2,21,22,29,32,35",18,2044-07-12
"22,29,31,35,41,47",24,2044-07-15
"3,21,35,41,46,48",26,2044-07-18
"20,21,27,33,34,46",26,2044-07-21
"21,37,38,40,42,43",26,2044-07-24
"3,7,26,38,39,48",5,2044-07-27
"11,23,25,36,38,48",18,2044-07-30
"3,23,40,42,47,49",4,2044-08-02
"6,13,35,36,38,46",27,2044-08-05
"3,6,17,26,30,37",5,2044-08-08
"2,21,22,29,32,35",18,2044-08-11
"22,29,31,35,41,47",24,2044-08-14
"3,21,35,41,46,48",26,2044-08-17
"20,21,27,33,34,46",26,2044-08-20
"11,28,29,37,40,49",13,2044-08-23
"3,14,38,42,46,48",5,2044-08-26
"3,7,9,15,31,47",4,2044-08-29
"8,20,30,34,39,44",19,2044-09-01
"5,34,36,37,42,46",16,2044-09-04
"15,24,25,31,42,44",19,2044-09-07
"5,17,31,37,38,44",13,2044-09-10
"9,14,32,36,44,46",26,2044-09-13
"2,22,27,32,36,48",25,2044-09-16
"1,3,21,24,36,38",10,2044-09-19
"11,28,29,37,40,49",13,2044-09-22
"3,14,38,42,46,48",5,2044-09-25
"3,7,9,15,31,47",4,2044-09-28
"8,20,30,34,39,44",19,2044-10-01
"5,34,36,37,42,46",16,2044-10-04
"15,24,25,31,42,44",19,2044-10-07
"5,17,31,37,38,44",13,2044-10-10
"9,14,32,36,44,46",26,2044-10-13
"2,22,27,32,36,48",25,2044-10-16
"1,3,21,24,36,38",10,2044-10-19
"2,10,19,38,44,46",15,2044-10-22
"8,20,24,36,37,45",18,2044-10-25
"1,6,7,12,42,46",3,2044-10-28
"2,21,29,33,40,45",19,2044-10-31
"1,12,29,38,46,47",10,2044-11-03
"2,15,27,34,40,42",16,2044-11-06
"13,15,19,29,38,44",17,2044-11-09
"9,17,30,32,33,36",11,2044-11-12
"5,27,30,39,40,41",18,2044-11-15
"7,15,31,40,41,43",10,2044-11-18
"2,10,19,38,44,46",15,2044-11-21
"8,20,24,36,37,45",18,2044-11-24
"1,6,7,12,42,46",3,2044-11-27
"2,21,29,33,40,45",19,2044-11-30
"1,12,29,38,46,47",10,2044-12-03
"2,15,27,34,40,42",16,2044-12-06
"13,15,19,29,38,44",17,2044-12-09
"9,17,30,32,33,36",11,2044-12-12
"5,27,30,39,40,41",18,2044-12-15
"7,15,31,40,41,43",10,2044-12-18
"7,23,30,32,41,47",14,2044-12-21
"9,11,24,32,40,49",10,2044-12-24
"1,24,25,33,44,45",23,2044-12-27
"17,21,29,34,44,46",24,2044-12-30
"17,30,31,34,38,47",18,2045-01-02
"13,26,30,31,39,41",19,2045-01-05
"5,8,12,28,32,35",7,2045-01-08
"4,21,32,37,38,39",9,2045-01-11
"3,17,23,31,46,47",19,2045-01-14
"9,18,26,29,40,49",17,2045-01-17
"7,23,30,32,41,47",14,2045-01-20
"9,11,24,32,40,49",10,2045-01-23
"1,24,25,33,44,45",23,2045-01-26
"17,21,29,34,44,46",24,2045-01-29
"17,30,31,34,38,47",18,2045-02-01
"13,26,30,31,39,41",19,2045-02-04
"5,8,12,28,32,35",7,2045-02-07
"4,21,32,37,38,39",9,2045-02-10
"3,17,23,31,46,47",19,2045-02-13
"9,18,26,29,40,49",17,2045-02-16
"3,14,21,36,42,47",16,2045-02-19
"11,17,19,21,23,31",14,2045-02-22
"9,21,23,26,34,41",15,2045-02-25
"10,14,30,31,33,49",13,2045-02-28
"5,24,26,27,28,29",9,2045-03-03
"16,30,31,43,48,49",17,2045-03-06
"10,21,31,38,41,45",13,2045-03-09
"12,19,27,30,40,48",14,2045-03-12
"12,27,37,41,43,49",19,2045-03-15
"12,13,20,24,30,37",19,2045-03-18
"3,14,21,36,42,47",16,2045-03-21
"11,17,19,21,23,31",14,2045-03-24
"9,21,23,26,34,41",15,2045-03-27
"10,14,30,31,33,49",13,2045-03-30
"5,24,26,27,28,29",9,2045-04-02
"16,30,31,43,48,49",17,2045-04-05
"10,21,31,38,41,45",13,2045-04-08
"12,19,27,30,40,48",14,2045-04-11
"12,27,37,41,43,49",19,2045-04-14
"12,13,20,24,30,37",19,2045-04-17
"7,17,32,37,38,39",10,2045-04-20
"2,5,25,29,33,46",19,2045-04-23
"6,21,29,30,38,40",19,2045-04-26
"4,12,18,24,26,48",6,2045-04-29
"13,18,24,25,37,46",20,2045-05-02
"1,21,27,29,37,44",19,2045-05-05
"4,6,23,34,40,42",7,2045-05-08
"2,16,23,30,34,47",3,2045-05-11
"5,9,12,25,43,48",10,2045-05-14
"5,31,35,37,42,46",8,2045-05-17
"3,5,28,39,42,43",8,2045-05-20
"7,9,15,34,37,47",11,2045-05-23
"3,7,22,30,41,42",21,2045-05-26
"1,13,26,37,43,46",24,2045-05-29
"2,9,18,31,46,49",4,2045-06-01
"4,16,20,41,42,44",11,2045-06-04
"5,10,18,30,35,47",8,2045-06-07
"7,19,21,22,34,49",8,2045-06-10
"22,26,28,36,39,41",24,2045-06-13
"5,20,25,40,41,45",16,2045-06-16
"4,13,14,16,25,34",8,2045-06-19
"8,18,20,33,42,45",15,2045-06-22
"6,29,38,39,47,48",19,2045-06-25
"9,22,25,27,29,48",17,2045-06-28
"4,11,19,23,24,48",8,2045-07-01
"3,29,32,38,44,46",21,2045-07-04
"5,22,30,31,37,38",13,2045-07-07
"3,31,33,40,46,49",17,2045-07-10
"12,19,35,41,42,46",22,2045-07-13
"6,13,19,26,27,32",11,2045-07-16
"4,13,14,16,25,34",8,2045-07-19
"8,18,20,33,42,45",15,2045-07-22
"6,29,38,39,47,48",19,2045-07-25
"9,22,25,27,29,48",17,2045-07-28
"4,11,19,23,24,48",8,2045-07-31
"3,29,32,38,44,46",21,2045-08-03
"5,22,30,31,37,38",13,2045-08-06
"3,31,33,40,46,49",17,2045-08-09
"12,19,35,41,42,46",22,2045-08-12
"6,13,19,26,27,32",11,2045-08-15
"2,5,35,36,38,49",23,2045-08-18
"1,16,23,31,34,36",20,2045-08-21
"6,16,17,30,37,48",13,2045-08-24
"10,22,23,38,40,44",12,2045-08-27
"3,8,11,16,17,36",7,2045-08-30
"2,14,16,20,44,47",3,2045-09-02
"24,30,35,37,40,42",29,2045-09-05
"7,15,30,36,38,44",23,2045-09-08
"12,16,20,28,32,34",18,2045-09-11
"1,10,16,21,24,37",8,2045-09-14
"10,34,37,40,41,46",21,2045-09-17
"7,10,16,20,25,34",9,2045-09-20
"2,20,26,31,39,44",5,2045-09-23
"2,26,30,32,37,48",3,2045-09-26
"6,10,22,27,31,36",18,2045-09-29
"2,9,24,35,38,39",15,2045-10-02
"5,15,20,22,41,46",13,2045-10-05
"8,23,25,29,39,42",11,2045-10-08
"4,9,22,24,36,47",16,2045-10-11
"10,14,19,37,40,45",15,2045-10-14
"10,34,37,40,41,46",21,2045-10-17
"7,10,16,20,25,34",9,2045-10-20
"2,20,26,31,39,44",5,2045-10-23
"2,26,30,32,37,48",3,2045-10-26
"6,10,22,27,31,36",18,2045-10-29
"2,9,24,35,38,39",15,2045-11-01
"5,15,20,22,41,46",13,2045-11-04
"8,23,25,29,39,42",11,2045-11-07
"4,9,22,24,36,47",16,2045-11-10
"10,14,19,37,40,45",15,2045-11-13
"7,12,23,25,32,35",21,2045-11-16
"2,32,34,41,44,46",25,2045-11-19
"2,15,19,38,41,42",13,2045-11-22
"9,17,23,29,38,43",11,2045-11-25
"3,22,24,27,28,36",6,2045-11-28
"3,8,17,28,39,48",5,2045-12-01
"2,24,31,37,38,46",27,2045-12-04
"5,15,18,24,42,46",8,2045-12-07
"1,15,19,24,28,41",14,2045-12-10
"6,23,24,32,39,41",12,2045-12-13
"5,22,23,36,37,41",12,2045-12-16
"1,5,7,17,36,48",4,2045-12-19
"6,21,31,35,39,40",8,2045-12-22
"1,4,7,23,34,45",5,2045-12-25
"8,9,30,33,43,44",11,2045-12-28
"14,26,35,37,42,47",20,2045-12-31
"12,22,31,35,38,43",19,2046-01-03
"1,17,20,26,37,39",15,2046-01-06
"7,25,29,31,41,46",12,2046-01-09
"17,24,25,28,36,48",18,2046-01-12
"5,22,23,36,37,41",12,2046-01-15
"1,5,7,17,36,48",4,2046-01-18
"6,21,31,35,39,40",8,2046-01-21
"1,4,7,23,34,45",5,2046-01-24
"8,9,30,33,43,44",11,2046-01-27
"14,26,35,37,42,47",20,2046-01-30
"12,22,31,35,38,43",19,2046-02-02
"1,17,20,26,37,39",15,2046-02-05
"7,25,29,31,41,46",12,2046-02-08
"17,24,25,28,36,48",18,2046-02-11
"2,6,31,33,34,47",5,2046-02-14
"5,24,32,38,42,48",18,2046-02-17
"17,23,28,30,32,45",19,2046-02-20
"12,19,25,30,36,45",21,2046-02-23
"1,21,29,38,42,46",23,2046-02-26
"4,9,12,28,32,45",10,2046-03-01
"22,25,31,32,34,49",24,2046-03-04
"12,16,27,37,42,43",13,2046-03-07
"4,19,27,40,44,49",22,2046-03-10
"1,5,31,35,43,48",23,2046-03-13
"2,6,31,33,34,47",5,2046-03-16
"5,24,32,38,42,48",18,2046-03-19
"17,23,28,30,32,45",19,2046-03-22
"12,19,25,30,36,45",21,2046-03-25
"1,21,29,38,42,46",23,2046-03-28
"4,9,12,28,32,45",10,2046-03-31
"22,25,31,32,34,49",24,2046-04-03
"12,16,27,37,42,43",13,2046-04-06
"4,19,27,40,44,49",22,2046-04-09
"1,5,31,35,43,48",23,2046-04-12
"1,21,31,35,46,48",3,2046-04-15
"2,21,24,29,37,40",5,2046-04-18
"22,26,34,36,41,44",27,2046-04-21
"1,24,28,29,39,48",19,2046-04-24
"5,7,15,20,27,34",13,2046-04-27
"7,19,22,24,26,37",8,2046-04-30
"1,18,27,31,44,46",5,2046-05-03
"1,25,32,35,44,45",2,2046-05-06
"8,9,22,26,38,46",13,2046-05-09
"14,32,33,45,46,49",19,2046-05-12
"1,21,31,35,46,48",3,2046-05-15
"2,21,24,29,37,40",5,2046-05-18
"22,26,34,36,41,44",27,2046-05-21
"1,24,28,29,39,48",19,2046-05-24
"5,7,15,20,27,34",13,2046-05-27
"7,19,22,24,26,37",8,2046-05-30
"1,18,27,31,44,46",5,2046-06-02
"1,25,32,35,44,45",2,2046-06-05
"8,9,22,26,38,46",13,2046-06-08
"14,32,33,45,46,49",19,2046-06-11
"4,19,21,24,33,38",6,2046-06-14
"5,8,14,17,33,40",9,2046-06-17
"4,19,42,46,48,49",32,2046-06-20
"3,9,21,22,28,42",10,2046-06-23
"4,22,23,26,27,32",21,2046-06-26
"3,18,24,40,42,46",4,2046-06-29
"6,12,16,41,43,45",10,2046-07-02
"3,14,23,26,29,45",22,2046-07-05
"6,10,33,36,37,49",16,2046-07-08
"2,18,26,36,40,48",12,2046-07-11
"4,19,21,24,33,38",6,2046-07-14
"5,8,14,17,33,40",9,2046-07-17
"4,19,42,46,48,49",32,2046-07-20
"3,9,21,22,28,42",10,2046-07-23
"4,22,23,26,27,32",21,2046-07-26
"3,18,24,40,42,46",4,2046-07-29
"6,12,16,41,43,45",10,2046-08-01
"3,14,23,26,29,45",22,2046-08-04
"6,10,33,36,37,49",16,2046-08-07
"2,18,26,36,40,48",12,2046-08-10
"8,12,23,34,37,44",11,2046-08-13
"1,14,20,21,25,29",13,2046-08-16
"2,12,14,22,45,48",4,2046-08-19
"11,13,35,43,45,47",25,2046-08-22
"9,17,20,23,28,48",14,2046-08-25
"10,13,28,31,40,43",25,2046-08-28
"9,18,24,30,31,45",14,2046-08-31
"3,11,18,25,26,27",4,2046-09-03
"8,18,25,27,38,42",9,2046-09-06
"11,13,31,35,41,47",22,2046-09-09
"8,12,23,34,37,44",11,2046-09-12
"1,14,20,21,25,29",13,2046-09-15
"2,12,14,22,45,48",4,2046-09-18
"11,13,35,43,45,47",25,2046-09-21
"9,17,20,23,28,48",14,2046-09-24
"10,13,28,31,40,43",25,2046-09-27
"9,18,24,30,31,45",14,2046-09-30
"3,11,18,25,26,27",4,2046-10-03
"8,18,25,27,38,42",9,2046-10-06
"11,13,31,35,41,47",22,2046-10-09
"7,17,24,31,45,47",18,2046-10-12
"5,17,18,39,43,45",15,2046-10-15
"1,13,14,22,26,40",11,2046-10-18
"7,14,16,21,26,36",8,2046-10-21
"4,17,20,36,42,44",16,2046-10-24
"10,13,32,37,38,46",12,2046-10-27
"12,20,27,33,35,46",13,2046-10-30
"6,25,26,35,45,47",21,2046-11-02
"10,12,14,26,39,48",13,2046-11-05
"1,5,14,21,39,41",7,2046-11-08
"7,17,24,31,45,47",18,2046-11-11
"5,17,18,39,43,45",15,2046-11-14
"1,13,14,22,26,40",11,2046-11-17
"7,14,16,21,26,36",8,2046-11-20
"4,17,20,36,42,44",16,2046-11-23
"10,13,32,37,38,46",12,2046-11-26
"12,20,27,33,35,46",13,2046-11-29
"6,25,26,35,45,47",21,2046-12-02
"10,12,14,26,39,48",13,2046-12-05
"1,5,14,21,39,41",7,2046-12-08
"6,20,22,35,36,45",17,2046-12-11
"3,10,18,20,30,33",7,2046-12-14
"5,8,24,26,38,42",7,2046-12-17
"15,21,29,41,44,45",20,2046-12-20
"3,22,25,31,37,47",12,2046-12-23
"16,17,32,34,37,49",26,2046-12-26
"4,15,20,43,45,47",16,2046-12-29
"5,13,30,34,42,46",28,2047-01-01
"8,9,26,29,34,40",14,2047-01-04
"3,6,22,26,38,48",4,2047-01-07
"6,20,22,35,36,45",17,2047-01-10
"3,10,18,20,30,33",7,2047-01-13
"5,8,24,26,38,42",7,2047-01-16
"15,21,29,41,44,45",20,2047-01-19
"3,22,25,31,37,47",12,2047-01-22
"16,17,32,34,37,49",26,2047-01-25
"4,15,20,43,45,47",16,2047-01-28
"5,13,30,34,42,46",28,2047-01-31
"8,9,26,29,34,40",14,2047-02-03
"3,6,22,26,38,48",4,2047-02-06
"2,3,5,8,32,41",4,2047-02-09
"1,9,14,38,43,45",6,2047-02-12
"2,16,17,27,41,42",10,2047-02-15
"7,11,18,30,41,42",9,2047-02-18
"1,11,14,15,35,43",7,2047-02-21
"2,6,8,11,25,42",7,2047-02-24
"5,29,35,42,44,47",13,2047-02-27
"2,20,22,24,30,37",12,2047-03-02
"14,24,32,35,42,48",28,2047-03-05
"8,28,30,34,35,38",18,2047-03-08
"2,3,5,8,32,41",4,2047-03-11
"1,9,14,38,43,45",6,2047-03-14
"2,16,17,27,41,42",10,2047-03-17
"7,11,18,30,41,42",9,2047-03-20
"1,11,14,15,35,43",7,2047-03-23
"2,6,8,11,25,42",7,2047-03-26
"5,29,35,42,44,47",13,2047-03-29
"2,20,22,24,30,37",12,2047-04-01
"14,24,32,35,42,48",28,2047-04-04
"8,28,30,34,35,38",18,2047-04-07
"2,24,33,37,40,42",27,2047-04-10
"4,27,31,40,45,47",25,2047-04-13
"3,16,27,34,35,48",14,2047-04-16
"6,10,24,46,47,48",11,2047-04-19
"5,32,33,36,41,42",31,2047-04-22
"6,22,30,37,44,45",16,2047-04-25
"1,16,20,27,35,46",15,2047-04-28
"6,10,18,22,36,38",11,2047-05-01
"2,14,15,27,30,35",10,2047-05-04
"5,15,21,27,34,42",9,2047-05-07
"2,24,33,37,40,42",27,2047-05-10
"4,27,31,40,45,47",25,2047-05-13
"3,16,27,34,35,48",14,2047-05-16
"6,10,24,46,47,48",11,2047-05-19
"5,32,33,36,41,42",31,2047-05-22
"6,22,30,37,44,45",16,2047-05-25
"1,16,20,27,35,46",15,2047-05-28
"6,10,18,22,36,38",11,2047-05-31
"2,14,15,27,30,35",10,2047-06-03
"5,15,21,27,34,42",9,2047-06-06
"2,22,32,33,40,43",3,2047-06-09
"1,8,15,16,25,36",7,2047-06-12
"1,12,32,41,43,49",27,2047-06-15
"3,6,26,29,45,49",12,2047-06-18
"6,26,27,29,32,46",23,2047-06-21
"15,29,30,43,46,47",21,2047-06-24
"4,7,20,27,41,43",9,2047-06-27
"1,7,22,40,41,43",2,2047-06-30
"5,17,24,27,45,49",15,2047-07-03
"3,6,23,28,33,34",17,2047-07-06
"2,22,32,33,40,43",3,2047-07-09
"1,8,15,16,25,36",7,2047-07-12
"1,12,32,41,43,49",27,2047-07-15
"3,6,26,29,45,49",12,2047-07-18
"6,26,27,29,32,46",23,2047-07-21
"15,29,30,43,46,47",21,2047-07-24
"4,7,20,27,41,43",9,2047-07-27
"1,7,22,40,41,43",2,2047-07-30
"5,17,24,27,45,49",15,2047-08-02
"3,6,23,28,33,34",17,2047-08-05
"2,22,32,41,45,47",10,2047-08-08
"14,26,35,38,40,45",17,2047-08-11
"4,20,38,43,48,49",7,2047-08-14
"5,9,19,22,35,36",17,2047-08-17
"8,12,26,27,29,46",15,2047-08-20
"11,36,39,40,41,46",25,2047-08-23
"1,13,16,32,41,46",6,2047-08-26
"3,20,29,34,42,44",22,2047-08-29
"11,23,26,30,35,42",17,2047-09-01
"7,13,37,38,40,46",21,2047-09-04
"2,22,32,41,45,47",10,2047-09-07
"14,26,35,38,40,45",17,2047-09-10
"4,20,38,43,48,49",7,2047-09-13
"5,9,19,22,35,36",17,2047-09-16
"8,12,26,27,29,46",15,2047-09-19
"11,36,39,40,41,46",25,2047-09-22
"1,13,16,32,41,46",6,2047-09-25
"3,20,29,34,42,44",22,2047-09-28
"11,23,26,30,35,42",17,2047-10-01
"7,13,37,38,40,46",21,2047-10-04
"1,23,30,33,35,40",5,2047-10-07
"5,18,24,29,41,45",12,2047-10-10
"2,11,13,16,34,41",3,2047-10-13
"13,40,42,44,45,46",18,2047-10-16
"5,14,18,22,44,47",7,2047-10-19
"22,23,27,29,39,42",24,2047-10-22
"6,20,24,36,43,44",11,2047-10-25
"1,9,27,32,43,44",11,2047-10-28
"2,3,20,24,36,49",15,2047-10-31
"2,7,28,33,40,41",3,2047-11-03
"1,23,30,33,35,40",5,2047-11-06
"5,18,24,29,41,45",12,2047-11-09
"2,11,13,16,34,41",3,2047-11-12
"13,40,42,44,45,46",18,2047-11-15
"5,14,18,22,44,47",7,2047-11-18
"22,23,27,29,39,42",24,2047-11-21
"6,20,24,36,43,44",11,2047-11-24
"1,9,27,32,43,44",11,2047-11-27
"2,3,20,24,36,49",15,2047-11-30
"2,7,28,33,40,41",3,2047-12-03
"1,15,31,34,43,47",12,2047-12-06
"3,29,37,41,42,48",27,2047-12-09
"10,19,21,28,36,41",16,2047-12-12
"7,11,22,29,34,39",8,2047-12-15
"5,17,37,39,44,49",28,2047-12-18
"15,24,26,31,36,48",18,2047-12-21
"6,8,16,18,27,39",12,2047-12-24
"3,27,32,42,45,48",14,2047-12-27
"8,28,35,36,38,40",17,2047-12-30
"5,9,15,41,42,47",7,2048-01-02
"1,15,31,34,43,47",12,2048-01-05
"3,29,37,41,42,48",27,2048-01-08
"10,19,21,28,36,41",16,2048-01-11
"7,11,22,29,34,39",8,2048-01-14
"5,17,37,39,44,49",28,2048-01-17
"15,24,26,31,36,48",18,2048-01-20
"6,8,16,18,27,39",12,2048-01-23
"3,27,32,42,45,48",14,2048-01-26
"8,28,35,36,38,40",17,2048-01-29
"5,9,15,41,42,47",7,2048-02-01
"1,22,23,36,40,47",3,2048-02-04
"3,31,37,42,47,48",11,2048-02-07
"3,7,18,24,45,46",12,2048-02-10
"4,18,21,29,34,42",11,2048-02-13
"1,20,22,25,42,43",4,2048-02-16
"2,21,23,37,41,43",18,2048-02-19
"7,25,28,39,43,48",10,2048-02-22
"7,17,20,34,46,48",18,2048-02-25
"1,7,12,31,35,38",4,2048-02-28
"14,27,31,37,39,40",26,2048-03-02
"1,22,23,36,40,47",3,2048-03-05
"3,31,37,42,47,48",11,2048-03-08
"3,7,18,24,45,46",12,2048-03-11
"4,18,21,29,34,42",11,2048-03-14
"1,20,22,25,42,43",4,2048-03-17
"2,21,23,37,41,43",18,2048-03-20
"7,25,28,39,43,48",10,2048-03-23
"7,17,20,34,46,48",18,2048-03-26
"1,7,12,31,35,38",4,2048-03-29
"14,27,31,37,39,40",26,2048-04-01
"7,19,21,23,24,28",16,2048-04-04
"3,30,35,46,48,49",29,2048-04-07
"2,8,22,26,31,35",17,2048-04-10
"7,17,21,26,37,45",14,2048-04-13
"12,27,30,35,41,42",20,2048-04-16
"6,15,24,35,36,46",23,2048-04-19
"6,26,30,31,34,35",21,2048-04-22
"11,27,31,43,46,47",30,2048-04-25
"10,24,25,27,29,44",21,2048-04-28
"5,14,22,35,40,47",17,2048-05-01
"7,19,21,23,24,28",16,2048-05-04
"3,30,35,46,48,49",29,2048-05-07
"2,8,22,26,31,35",17,2048-05-10
"7,17,21,26,37,45",14,2048-05-13
"12,27,30,35,41,42",20,2048-05-16
"6,15,24,35,36,46",23,2048-05-19
"6,26,30,31,34,35",21,2048-05-22
"11,27,31,43,46,47",30,2048-05-25
"10,24,25,27,29,44",21,2048-05-28
"5,14,22,35,40,47",17,2048-05-31
"3,19,20,21,46,49",17,2048-06-03
"7,16,29,34,44,45",27,2048-06-06
"14,17,20,35,40,47",16,2048-06-09
"7,30,34,38,47,48",29,2048-06-12
"15,23,26,37,40,44",16,2048-06-15
"1,20,29,36,41,43",13,2048-06-18
"27,39,41,44,45,49",37,2048-06-21
"6,31,33,34,40,46",28,2048-06-24
"7,24,25,26,39,46",8,2048-06-27
"5,19,25,35,41,42",7,2048-06-30
"3,19,20,21,46,49",17,2048-07-03
"7,16,29,34,44,45",27,2048-07-06
"14,17,20,35,40,47",16,2048-07-09
"7,30,34,38,47,48",29,2048-07-12
"15,23,26,37,40,44",16,2048-07-15
"1,20,29,36,41,43",13,2048-07-18
"27,39,41,44,45,49",37,2048-07-21
"6,31,33,34,40,46",28,2048-07-24
"7,24,25,26,39,46",8,2048-07-27
"5,19,25,35,41,42",7,2048-07-30
"3,22,23,27,46,47",21,2048-08-02
"10,11,23,35,39,42",19,2048-08-05
"10,16,26,27,40,46",13,2048-08-08
"6,17,32,41,46,48",10,2048-08-11
"6,14,16,18,32,47",9,2048-08-14
"9,22,25,26,34,36",23,2048-08-17
"13,30,40,45,47,48",15,2048-08-20
"7,25,28,35,40,41",24,2048-08-23
"2,12,27,32,35,49",3,2048-08-26
"3,8,20,32,36,38",6,2048-08-29
"13,33,34,35,41,48",24,2048-09-01
"25,33,37,39,42,46",30,2048-09-04
"3,8,9,23,34,38",4,2048-09-07
"1,12,19,26,44,47",3,2048-09-10
"3,15,17,21,23,27",10,2048-09-13
"8,18,19,22,28,42",16,2048-09-16
"20,25,28,31,40,45",22,2048-09-19
"20,28,32,37,48,49",27,2048-09-22
"5,9,23,24,25,49",10,2048-09-25
"30,31,37,39,46,47",34,2048-09-28
"13,33,34,35,41,48",24,2048-10-01
"25,33,37,39,42,46",30,2048-10-04
"3,8,9,23,34,38",4,2048-10-07
"1,12,19,26,44,47",3,2048-10-10
"3,15,17,21,23,27",10,2048-10-13
"8,18,19,22,28,42",16,2048-10-16
"20,25,28,31,40,45",22,2048-10-19
"20,28,32,37,48,49",27,2048-10-22
"5,9,23,24,25,49",10,2048-10-25
"30,31,37,39,46,47",34,2048-10-28
"5,14,22,24,27,31",17,2048-10-31
"3,13,16,37,39,43",7,2048-11-03
"9,22,24,25,41,47",21,2048-11-06
"18,32,34,43,47,48",30,2048-11-09
"1,9,11,24,40,41",4,2048-11-12
"19,29,30,38,40,46",28,2048-11-15
"8,16,29,30,33,42",9,2048-11-18
"2,17,29,35,37,48",7,2048-11-21
"1,13,25,28,39,40",7,2048-11-24
"1,21,23,28,37,39",6,2048-11-27
"5,14,22,24,27,31",17,2048-11-30
"3,13,16,37,39,43",7,2048-12-03
"9,22,24,25,41,47",21,2048-12-06
"18,32,34,43,47,48",30,2048-12-09
"1,9,11,24,40,41",4,2048-12-12
"19,29,30,38,40,46",28,2048-12-15
"8,16,29,30,33,42",9,2048-12-18
"2,17,29,35,37,48",7,2048-12-21
"1,13,25,28,39,40",7,2048-12-24
"1,21,23,28,37,39",6,2048-12-27
"1,3,17,27,41,44",14,2048-12-30
"12,16,21,25,29,43",15,2049-01-02
"7,14,28,29,33,42",11,2049-01-05
"2,14,19,35,37,48",5,2049-01-08
"1,21,27,28,37,43",26,2049-01-11
"4,15,22,26,34,46",18,2049-01-14
"2,14,21,22,27,35",3,2049-01-17
"9,11,20,28,33,35",13,2049-01-20
"22,27,37,42,43,49",31,2049-01-23
"9,23,33,37,45,48",11,2049-01-26
